Gene	Bc	Ac	Cc	Ai	Bi	Ci
TPRE008045	955	1392	1751	1217	1232	1821
TPRE008046	1344	2031	2743	2134	2325	2471
TPRE008047	3	1	5	4	2	3
TPRE008048	2238	889	1941	1637	1808	2901
TPRE008049	1831	2933	3292	2212	2805	3008
TPRE008050	1152	1294	1366	1084	1311	1568
TPRE008051	665	658	574	473	619	740
TPRE008052	0	0	0	0	0	0
TPRE008053	453	484	837	519	791	809
TPRE008054	9	11	8	3	4	5
TPRE008055	541	125	364	277	192	604
TPRE008056	1178	836	1086	755	908	1193
TPRE008057	4918	4381	6833	3508	3230	5838
TPRE008058	1800	1876	2136	1776	1651	2365
TPRE008059	3496	4285	4436	3123	3481	4529
TPRE008060	2319	2904	3230	2176	2533	2990
TPRE008061	1302	1903	2232	1646	1725	2007
TPRE008062	82	97	167	90	103	182
TPRE008063	73	86	102	68	84	122
TPRE008064	235	425	581	370	347	452
TPRE008065	1208	2277	3071	1820	1969	2445
TPRE008066	904	892	867	782	786	1076
TPRE008067	352	454	728	533	692	775
TPRE008068	1047	910	1500	1130	1268	1514
TPRE008069	146	115	275	157	176	222
TPRE008070	14	6	14	7	3	15
TPRE008071	0	3	0	3	0	1
TPRE008072	0	2	6	5	11	13
TPRE008073	13941	19790	23259	16169	18713	21758
TPRE008074	41	35	27	25	36	52
TPRE008075	69	22	83	30	64	95
TPRE008076	84	68	168	88	109	157
TPRE008077	401	387	719	425	572	796
TPRE008078	94	143	187	90	154	138
TPRE008079	88	63	75	50	50	80
TPRE008080	881	547	867	563	826	895
TPRE008081	799	944	870	797	855	1033
TPRE008082	4189	6362	8087	5701	6339	7205
TPRE008083	417	242	286	178	261	301
TPRE008084	2146	2451	2827	2163	2454	2898
TPRE008085	152	175	151	147	179	223
TPRE008086	8767	4309	4517	4413	4421	5570
TPRE008087	5143	5331	4813	3440	4218	5605
TPRE008088	237	202	236	115	153	179
TPRE008089	0	0	1	0	0	7
TPRE008090	0	0	0	2	0	0
TPRE008091	13	20	22	10	29	43
TPRE008092	1	0	0	3	1	0
TPRE008093	4	3	9	0	0	6
TPRE008094	10	4	9	9	6	13
TPRE008095	24	0	8	11	7	23
TPRE008096	1	0	0	0	0	6
TPRE008097	9	6	8	10	3	5
TPRE008098	0	0	0	0	0	0
TPRE008099	0	0	2	0	0	0
TPRE008100	0	0	0	0	0	0
TPRE008101	0	0	0	0	0	0
TPRE008102	0	0	0	0	0	0
TPRE008103	0	0	0	0	0	0
TPRE008104	0	0	0	0	0	0
TPRE008105	6	7	0	0	2	1
TPRE008106	19	43	38	33	22	23
TPRE008107	144	145	244	212	230	281
TPRE008108	3	14	20	2	12	21
TPRE008109	173	130	308	193	243	317
TPRE008110	116	138	241	241	196	269
TPRE008111	308	489	489	315	350	402
TPRE008112	3	1	1	1	0	3
TPRE008113	26	23	47	43	28	41
TPRE008114	74	48	66	67	48	89
TPRE008115	1808	2262	2749	2050	2168	2968
TPRE008116	894	1267	1414	913	1203	1271
TPRE008117	46	68	106	56	74	71
TPRE008118	6308	8364	10327	7174	8048	9782
TPRE008119	5620	7852	9254	6411	7575	8984
TPRE008120	225	301	610	340	437	508
TPRE008121	1124	1300	1757	1162	1369	1885
TPRE008122	43	59	58	50	49	76
TPRE008123	113	9	48	73	30	67
TPRE008124	2658	2196	2887	2244	2070	3606
TPRE008125	0	0	3	2	0	0
TPRE008126	1355	2525	3378	2260	2531	2835
TPRE008127	274	376	775	461	542	667
TPRE008128	3971	4379	6527	5011	5796	6094
TPRE008129	440	663	1003	688	813	840
TPRE008130	56	52	87	56	84	127
TPRE008131	34	35	46	35	30	54
TPRE008132	1486	1876	2678	1694	2142	2502
TPRE008133	4762	2863	3676	3512	3356	4906
TPRE008134	35	26	47	46	41	72
TPRE008135	14	0	0	4	0	0
TPRE008136	5	0	0	12	0	36
TPRE008137	51	16	54	53	59	55
TPRE008138	0	0	0	0	0	2
TPRE008139	0	0	0	0	0	0
TPRE008140	2	0	0	1	0	4
TPRE008141	1	0	0	0	0	1
TPRE008142	5	2	3	3	15	5
TPRE008143	0	0	0	0	0	0
TPRE008144	0	0	0	0	1	0
TPRE008145	0	1	0	2	1	0
TPRE008146	246	0	5	70	25	99
TPRE008147	60	0	1	9	7	22
TPRE008148	144	0	0	25	6	26
TPRE008149	562	772	1145	852	877	1185
TPRE008150	9	0	0	2	1	4
TPRE008151	0	2	0	0	1	0
TPRE008152	335	355	387	268	461	435
TPRE008153	54	17	15	29	13	21
TPRE008154	5024	4624	8687	4889	6355	7946
TPRE008155	390	604	770	552	667	698
TPRE008156	748	1031	1600	1166	1238	1626
TPRE008157	452	208	316	255	316	329
TPRE008158	665	889	995	920	984	1122
TPRE008159	429	771	1079	622	854	717
TPRE008160	250	509	615	423	553	448
TPRE008161	1232	1933	2723	1766	2101	2262
TPRE008162	1438	1851	2068	1345	1704	2170
TPRE008163	193	209	195	159	172	201
TPRE008164	1681	2389	2902	1966	2221	2594
TPRE008165	1047	1203	1414	1003	1122	1320
TPRE008166	241	413	406	321	347	350
TPRE008167	31	41	19	31	28	35
TPRE008168	714	487	724	856	719	1436
TPRE008169	137	50	148	138	94	316
TPRE008170	3006	3456	4904	3659	3735	5602
TPRE008171	131	96	178	113	161	191
TPRE008172	16	25	28	24	19	21
TPRE008173	4505	3318	4897	3923	3990	5955
TPRE008174	2118	823	1271	983	963	1192
TPRE008175	1403	2497	3774	2401	2818	4206
TPRE008176	62	85	133	139	127	159
TPRE008177	34	49	100	46	68	83
TPRE008178	4	0	0	0	0	0
TPRE008179	2	4	11	6	10	10
TPRE008180	72	146	263	138	158	227
TPRE008181	1589	1557	2377	1635	1730	2215
TPRE008182	367	468	495	417	427	464
TPRE008183	5	3	6	4	5	3
TPRE008184	2546	3218	3574	2667	2307	3816
TPRE008185	131	42	108	97	113	133
TPRE008186	3624	1783	3868	3217	4414	3046
TPRE008187	603	992	1189	864	931	1121
TPRE008188	738	875	1136	839	908	1154
TPRE008189	43	8	57	54	10	308
TPRE008190	16	16	7	23	31	25
TPRE008191	0	0	0	0	0	0
TPRE008192	0	0	0	0	0	0
TPRE008193	350	469	726	383	548	530
TPRE008194	0	2	0	0	0	0
TPRE008195	67	51	148	79	91	152
TPRE008196	3	4	10	9	15	6
TPRE008197	508	572	913	702	762	830
TPRE008198	319	424	501	348	341	407
TPRE008199	1330	2051	2400	1848	1838	2417
TPRE008200	4105	5246	6484	4258	4822	5842
TPRE008201	0	0	0	7	2	8
TPRE008202	40	98	101	90	86	132
TPRE008203	2	1	2	3	6	6
TPRE008204	3005	4338	4117	2609	3292	4066
TPRE008205	31	50	42	16	28	40
TPRE008206	51	28	80	51	81	92
TPRE008207	155	129	184	152	172	184
TPRE008208	634	518	883	544	730	786
TPRE008209	33	11	52	27	38	49
TPRE008210	6	15	11	11	7	14
TPRE008211	2574	3330	3682	2290	2768	3398
TPRE008212	161	245	365	261	184	320
TPRE008213	496	607	629	492	603	611
TPRE008214	25	23	21	5	10	29
TPRE008215	796	1064	1356	889	1053	1323
TPRE008216	22	49	90	37	63	88
TPRE008217	967	1533	2945	1565	1920	2077
TPRE008218	6	7	13	13	16	3
TPRE008219	24	4	5	13	11	7
TPRE008220	3038	4060	5506	3891	4588	5615
TPRE008221	4616	5010	5462	3881	4661	5001
TPRE008222	160	206	257	138	214	245
TPRE008223	609	820	764	602	646	735
TPRE008224	2636	4268	5100	3684	3961	4343
TPRE008225	821	1091	1387	758	969	1103
TPRE008226	1347	1836	2433	1774	1775	2598
TPRE008227	194	245	192	159	258	254
TPRE008228	1948	2652	2196	1612	2008	2234
TPRE008229	1475	2224	2726	1879	2154	2537
TPRE008230	345	403	603	398	445	532
TPRE008231	6146	5759	7423	5456	5644	7608
TPRE008232	306	411	432	367	348	446
TPRE008233	672	984	954	721	933	1058
TPRE008234	216	129	176	186	202	236
TPRE008235	834	866	1446	899	1050	1353
TPRE008236	1277	1631	2112	1463	1741	2048
TPRE008237	3895	5005	4405	3253	3762	4606
TPRE008238	1852	2624	3128	2088	2459	2690
TPRE008239	7	4	9	14	7	7
TPRE008240	505	703	1160	665	739	1256
TPRE008241	24	20	32	29	16	19
TPRE008242	1267	1222	1481	1194	1273	1591
TPRE008243	1835	901	1310	1164	1143	1638
TPRE008244	385	347	367	325	327	496
TPRE008245	759	433	608	555	543	847
TPRE008246	192	323	408	244	359	341
TPRE008247	9356	12888	12262	8883	9479	11275
TPRE008248	1	5	7	5	0	3
TPRE008249	20	35	31	23	34	32
TPRE008250	277	344	400	246	271	340
TPRE008251	554	644	665	424	451	564
TPRE008252	3906	2554	3898	3147	3617	3987
TPRE008253	1028	1300	1542	1154	1223	1424
TPRE008254	4320	1906	4505	3046	3155	5354
TPRE008255	29	56	59	61	58	120
TPRE008256	1459	1887	2923	2060	2298	2903
TPRE008257	5079	9253	10886	6555	7628	7936
TPRE008258	4718	4909	6478	4576	4802	6534
TPRE008259	1123	1233	1365	962	898	1360
TPRE008260	402	408	586	424	436	483
TPRE008261	2445	1891	3301	2364	2586	3585
TPRE008262	374	425	400	333	408	381
TPRE008263	535	509	379	246	322	381
TPRE008264	1	1	1	1	0	2
TPRE008265	166	287	362	250	275	445
TPRE008266	0	2	3	0	1	3
TPRE008267	1035	930	1188	862	1043	1411
TPRE008268	2078	2611	2881	1982	2327	2681
TPRE008269	2079	2954	3889	2572	3051	3169
TPRE008270	3468	2419	4181	4367	5649	5804
TPRE008271	184	232	215	176	175	191
TPRE008272	704	861	908	656	670	879
TPRE008273	385	378	512	372	424	562
TPRE008274	1337	1697	1664	1226	1379	1629
TPRE008275	1630	1743	1491	1068	1129	1537
TPRE008276	42	54	53	49	40	51
TPRE008277	6	3	6	4	6	4
TPRE008278	0	1	0	0	0	0
TPRE008279	1411	2054	2221	1336	1517	1580
TPRE008280	1462	2406	2683	1813	1935	2147
TPRE008281	2139	649	1656	1813	1769	2280
TPRE008282	16	16	20	21	22	33
TPRE008283	299	340	343	191	215	261
TPRE008284	2293	3112	3381	2288	2580	3082
TPRE008285	1533	1746	2122	1577	1603	2194
TPRE008286	94	100	162	140	126	140
TPRE008287	1086	1459	2097	1389	1749	1853
TPRE008288	3004	2829	3607	2478	2988	3413
TPRE008289	2426	2474	2994	2186	2353	2716
TPRE008290	62	58	108	104	79	145
TPRE008291	44	117	89	49	73	72
TPRE008292	577	769	639	532	685	790
TPRE008293	57	70	69	65	87	128
TPRE008294	8	14	29	27	18	45
TPRE008295	276	406	648	454	547	623
TPRE008296	0	0	0	0	0	0
TPRE008297	0	0	0	2	2	1
TPRE008298	164	198	185	188	209	218
TPRE008299	1675	1707	2211	1661	1917	2238
TPRE008300	2468	3999	4799	2983	3450	4237
TPRE008301	347	488	458	423	520	577
TPRE008302	5056	5668	7776	5759	6408	7571
TPRE008303	261	201	314	205	306	354
TPRE008304	292	276	372	255	271	345
TPRE008305	1196	1466	1737	1140	1326	1634
TPRE008306	70	67	89	80	59	153
TPRE008307	0	0	0	0	0	0
TPRE008308	798	909	1003	775	886	1298
TPRE008309	84	105	211	138	188	232
TPRE008310	241	271	446	246	279	384
TPRE008311	5	15	11	8	5	4
TPRE008312	0	0	0	1	0	0
TPRE008313	0	0	0	0	0	0
TPRE008314	0	0	0	0	0	0
TPRE008315	1801	2020	2374	1926	1929	2444
TPRE008316	3399	4292	4818	3511	4043	4416
TPRE008317	686	788	1183	806	759	1039
TPRE008318	1050	1351	1876	1225	1379	1774
TPRE008319	538	505	599	437	484	633
TPRE008320	703	1001	1364	948	1166	1270
TPRE008321	2469	2266	3685	2413	1365	4872
TPRE008322	1961	1236	1420	1177	1299	1685
TPRE008323	277	331	341	261	349	348
TPRE008324	16	12	26	14	12	7
TPRE008325	0	0	1	0	0	0
TPRE008326	436	678	836	397	588	635
TPRE008327	321	418	578	343	429	518
TPRE008328	1143	1563	1615	1130	1325	1438
TPRE008329	12	17	28	11	12	32
TPRE008330	6	22	36	9	15	17
TPRE008331	1402	1214	1308	968	1203	1516
TPRE008332	4087	6176	8313	5403	6220	6397
TPRE008333	12	4	5	3	3	11
TPRE008334	776	1198	1568	1075	1304	1380
TPRE008335	57	40	59	48	61	92
TPRE008336	10692	17124	23116	14712	17316	20756
TPRE008337	2870	3462	3235	2158	2647	2824
TPRE008338	0	0	0	0	0	0
TPRE008339	153	238	344	247	309	342
TPRE008340	249	276	455	350	365	529
TPRE008341	7	5	13	10	15	13
TPRE008342	22	16	28	20	25	28
TPRE008343	89	99	119	89	93	171
TPRE008344	5	2	3	2	1	5
TPRE008345	241	104	277	176	183	282
TPRE008346	1148	1304	1714	1207	1317	1631
TPRE008347	9	7	20	24	25	19
TPRE008348	1062	1949	2323	1616	2107	2202
TPRE008349	97	84	191	151	147	225
TPRE008350	3236	3199	4028	3213	3612	4169
TPRE008351	7029	7491	7794	6430	6913	8274
TPRE008352	177	200	157	106	175	179
TPRE008353	645	790	819	581	802	849
TPRE008354	12700	19029	23406	14794	17658	21549
TPRE008355	5234	2353	2443	2327	2365	3255
TPRE008356	185	254	238	186	241	272
TPRE008357	322	136	264	227	185	301
TPRE008358	1091	939	1147	979	816	1495
TPRE008359	1138	1838	1799	1630	1480	2107
TPRE008360	128	86	159	87	103	121
TPRE008361	586	762	719	618	703	924
TPRE008362	1038	936	1038	753	985	1197
TPRE008363	901	1062	1125	829	1037	1357
TPRE008364	2427	2646	2879	2153	2451	2993
TPRE008365	0	0	1	0	0	0
TPRE008366	29	52	70	40	28	48
TPRE008367	1379	1814	3304	3206	3431	3611
TPRE008368	49	49	27	30	26	56
TPRE008369	23888	31457	29124	19615	23401	32017
TPRE008370	948	1021	1337	1107	1134	1249
TPRE008371	2480	3095	3234	2394	2626	3055
TPRE008372	118	171	166	159	165	170
TPRE008373	1719	2505	3250	2254	2641	2906
TPRE008374	64	31	66	42	52	65
TPRE008375	786	500	865	551	592	909
TPRE008376	1676	1944	1757	1412	1533	1972
TPRE008377	3275	3433	3489	2192	2567	3195
TPRE008378	1639	1975	2343	1674	1979	2327
TPRE008379	888	1222	1955	1298	1531	1636
TPRE008380	33	13	25	14	46	31
TPRE008381	34	58	81	35	41	33
TPRE008382	255	377	538	333	433	554
TPRE008383	274	273	357	318	335	475
TPRE008384	2141	3075	3385	2347	2906	3083
TPRE008385	300	192	291	288	296	459
TPRE008386	68	63	73	54	61	122
TPRE008387	128	81	162	99	160	128
TPRE008388	7504	11138	14219	10621	12159	14801
TPRE008389	2534	3265	3577	2553	2921	3604
TPRE008390	3216	3525	3896	2705	3392	3800
TPRE008391	736	797	852	510	668	691
TPRE008392	23	12	15	19	17	13
TPRE008393	1022	1204	1344	1129	1283	1485
TPRE008394	17401	19196	22660	18863	20994	23416
TPRE008395	3134	3338	3692	2893	3078	3621
TPRE008396	5	0	5	13	9	26
TPRE008397	1119	1044	1218	939	1055	1198
TPRE008398	5004	4052	5551	3538	3537	4518
TPRE008399	0	0	0	0	0	0
TPRE008400	2400	1457	2234	2054	2403	2861
TPRE008401	36	1	2	2	9	7
TPRE008402	0	0	0	0	0	0
TPRE008403	0	0	0	0	0	0
TPRE008404	15	9	21	14	13	19
TPRE008405	2	12	21	10	20	17
TPRE008406	6	1	2	0	1	3
TPRE008407	4	6	3	4	5	2
TPRE008408	15	0	2	16	17	16
TPRE008409	9	2	2	3	14	2
TPRE008410	7608	11927	12843	8912	9872	10419
TPRE008411	970	1283	1616	1231	1312	1554
TPRE008412	3453	2246	2324	2062	2315	3243
TPRE008413	1012	1477	1541	1118	1171	1432
TPRE008414	771	833	1571	1030	1366	1420
TPRE008415	168	209	219	125	149	187
TPRE008416	1322	816	1048	837	973	1466
TPRE008417	849	1201	1596	1073	1307	1505
TPRE008418	4286	5706	6812	5365	5350	8262
TPRE008419	683	751	835	672	672	1005
TPRE008420	892	995	1284	930	1068	1132
TPRE008421	8	0	15	10	7	7
TPRE008422	223	175	283	247	235	368
TPRE008423	120	138	215	131	176	205
TPRE008424	7086	3020	4379	3708	4050	4245
TPRE008425	564	616	680	500	521	702
TPRE008426	0	0	0	0	0	0
TPRE008427	0	21	0	19	0	0
TPRE008428	2482	2834	3482	2728	2665	3806
TPRE008429	7531	7639	7685	6731	6732	9546
TPRE008430	95	93	146	99	138	133
TPRE008431	612	219	444	637	450	1331
TPRE008432	3340	3746	4267	3061	3565	3968
TPRE008433	5	3	0	4	4	1
TPRE008434	1328	2089	2614	1618	1937	2110
TPRE008435	285	87	111	176	144	234
TPRE008436	2815	3834	4511	3038	3537	3768
TPRE008437	0	0	0	1	0	0
TPRE008438	0	0	0	1	0	0
TPRE008439	1164	1718	2465	1546	1893	2025
TPRE008440	25	32	77	39	20	38
TPRE008441	2736	2184	3837	2283	2986	3435
TPRE008442	2033	2256	1993	1627	1870	2212
TPRE008443	107	88	130	123	130	146
TPRE008444	1494	2365	3194	1977	2317	2639
TPRE008445	44	78	63	64	68	91
TPRE008446	3	2	1	42	40	46
TPRE008447	11	24	55	84	92	81
TPRE008448	5317	4823	5831	4863	5140	7164
TPRE008449	760	951	1423	999	1157	1451
TPRE008450	88	105	230	179	192	169
TPRE008451	1211	1526	1800	1360	1443	1650
TPRE008452	23	20	32	17	26	27
TPRE008453	0	0	0	4	0	0
TPRE008454	13	2	15	10	13	16
TPRE008455	0	0	1	3	1	3
TPRE008456	2156	1323	1893	1694	1716	1519
TPRE008457	5323	1771	4293	3715	4905	3541
TPRE008458	389	562	516	353	474	483
TPRE008459	381	357	447	406	427	509
TPRE008460	7789	8010	10130	7598	9275	9831
TPRE008461	1059	691	739	622	640	896
TPRE008462	151	243	221	175	251	231
TPRE008463	1738	1926	2036	1525	1605	2155
TPRE008464	10974	5541	6385	5666	5910	6870
TPRE008465	2373	3847	4151	2894	3296	4198
TPRE008466	201	374	410	288	379	423
TPRE008467	1682	1822	1488	1174	1406	1889
TPRE008468	1503	2365	3154	2032	2435	2744
TPRE008469	181	137	218	156	157	286
TPRE008470	865	573	1116	688	757	983
TPRE008471	6	0	11	4	2	14
TPRE008472	4312	4558	5753	4569	4400	6224
TPRE008473	3193	3405	3110	2226	2590	3295
TPRE008474	453	505	340	304	315	445
TPRE008475	219	342	325	255	349	405
TPRE008476	0	0	0	0	3	0
TPRE008477	891	1188	1963	1127	1367	1549
TPRE008478	1	1	9	0	0	2
TPRE008479	0	0	0	0	2	0
TPRE008480	0	0	0	0	0	0
TPRE008481	754	998	1157	693	968	980
TPRE008482	17	13	12	27	20	36
TPRE008483	1380	1650	2058	1444	1762	2083
TPRE008484	1015	1163	1146	815	1097	1344
TPRE008485	251	168	362	163	230	245
TPRE008486	388	454	601	349	391	448
TPRE008487	487	607	720	533	655	660
TPRE008488	15	14	4	9	17	4
TPRE008489	209	265	415	321	320	418
TPRE008490	744	1003	1079	761	881	1014
TPRE008491	1029	1634	1955	1401	1768	1784
TPRE008492	54	125	142	84	90	101
TPRE008493	38	46	87	90	60	58
TPRE008494	522	858	756	450	665	607
TPRE008495	2	0	5	11	9	2
TPRE008496	241	268	320	294	329	376
TPRE008497	89	80	108	79	103	135
TPRE008498	3747	5118	6131	3306	4119	4978
TPRE008499	7	5	4	0	0	4
TPRE008500	0	0	0	0	0	0
TPRE008501	5	0	4	2	7	15
TPRE008502	53376	51893	62481	48972	51549	57782
TPRE008503	650	1000	976	708	877	1016
TPRE008504	19	76	56	63	71	66
TPRE008505	1355	2168	3440	2161	2651	3119
TPRE008506	1161	1462	1734	1258	1461	1652
TPRE008507	259	285	348	272	289	421
TPRE008508	11521	18917	19820	14547	16689	18224
TPRE008509	14588	26623	31681	19325	23522	28157
TPRE008510	888	1173	1236	943	963	1320
TPRE008511	1261	2106	2759	2187	2429	2940
TPRE008512	793	1177	1623	1248	1411	1478
TPRE008513	638	1059	1111	787	1017	1082
TPRE008514	0	0	2	3	0	0
TPRE008515	277	402	472	316	358	436
TPRE008516	488	622	735	540	724	709
TPRE008517	999	1318	1373	906	1212	1350
TPRE008518	1653	870	1720	1248	1213	1941
TPRE008519	322	404	586	349	431	481
TPRE008520	230	351	402	254	370	311
TPRE008521	3175	1777	3399	2483	3020	3767
TPRE008522	78	36	86	58	54	109
TPRE008523	7822	7499	8059	5830	6715	6230
TPRE008524	2137	1546	2368	1973	2155	2824
TPRE008525	4996	4221	5806	4815	5576	5705
TPRE008526	2	1	3	0	12	4
TPRE008527	0	0	0	0	0	0
TPRE008528	730	376	612	551	587	798
TPRE008529	6	3	2	5	3	9
TPRE008530	293	403	534	448	395	588
TPRE008531	2325	3741	4487	3228	3227	5095
TPRE008532	77	117	121	78	107	133
TPRE008533	44	38	60	41	62	65
TPRE008534	1350	2291	2635	1486	1716	1936
TPRE008535	23	31	33	39	30	40
TPRE008536	8	4	5	2	2	7
TPRE008537	1889	2311	3938	2488	2889	3785
TPRE008538	293	623	906	506	510	630
TPRE008539	508	582	655	546	600	866
TPRE008540	15583	22231	23392	15608	17861	21956
TPRE008541	801	1103	1142	825	1034	1099
TPRE008542	631	1109	1043	643	717	796
TPRE008543	1559	2084	3018	1967	2109	2973
TPRE008544	609	814	988	773	791	1018
TPRE008545	0	0	0	2	0	0
TPRE008546	7532	13846	17752	11185	13495	13772
TPRE008547	175	190	314	171	180	279
TPRE008548	75	27	58	47	50	58
TPRE008549	2	2	5	5	4	1
TPRE008550	699	217	724	509	472	981
TPRE008551	324	279	352	429	490	544
TPRE008552	27	60	58	30	52	39
TPRE008553	0	4	2	0	3	2
TPRE008554	42	0	2	10	14	15
TPRE008555	300	394	513	393	415	534
TPRE008556	5	13	12	20	15	19
TPRE008557	0	0	0	0	0	0
TPRE008558	0	0	0	0	0	0
TPRE008559	786	1480	2063	1202	1485	1339
TPRE008560	8244	5016	8943	6965	8284	9804
TPRE008561	1388	1964	2614	2026	2070	2571
TPRE008562	981	1158	1269	840	904	1176
TPRE008563	28	15	24	8	13	9
TPRE008564	110	104	190	124	147	240
TPRE008565	1	5	0	0	2	0
TPRE008566	636	997	1202	833	970	999
TPRE008567	0	0	1	0	2	0
TPRE008568	177	102	224	168	200	255
TPRE008569	481	653	765	515	700	722
TPRE008570	830	749	1569	839	924	1498
TPRE008571	14097	9748	12437	11230	9871	18254
TPRE008572	72	102	166	89	118	154
TPRE008573	58623	50899	67126	52729	54046	83532
TPRE008574	0	0	0	0	1	0
TPRE008575	678	1414	1703	1016	1500	1400
TPRE008576	610	894	1039	639	761	793
TPRE008577	57	101	100	90	98	114
TPRE008578	6157	8681	9722	6762	7954	10372
TPRE008579	2731	3550	4960	4443	4232	6718
TPRE008580	1937	1816	2965	1426	2100	2394
TPRE008581	747	435	1082	563	776	838
TPRE008582	1273	1436	1553	1271	1449	1805
TPRE008583	1301	1355	1882	1426	1346	2078
TPRE008584	2657	4040	5967	3596	4092	4674
TPRE008585	1416	2047	2599	1926	1961	2635
TPRE008586	634	882	1159	726	753	945
TPRE008587	1808	2630	3155	2183	2551	2965
TPRE008588	1350	2211	2789	2005	2284	2653
TPRE008589	299	260	327	306	290	435
TPRE008590	973	1629	2104	1410	1652	1841
TPRE008591	1843	2241	2135	1530	1779	2169
TPRE008593	446	616	813	584	664	687
TPRE008594	171	104	162	134	167	205
TPRE008595	13229	7840	9199	7744	8200	8718
TPRE008596	1673	2052	2130	1557	1641	2409
TPRE008597	36	41	37	16	22	37
TPRE008598	223	258	243	230	235	262
TPRE008599	420	180	370	333	389	464
TPRE008600	120	93	107	87	86	127
TPRE008601	1037	1427	1636	1194	1361	1504
TPRE008602	772	1136	1394	1087	1107	1531
TPRE008603	4655	6742	8218	6857	6686	10168
TPRE008604	699	373	610	550	474	845
TPRE008605	343	367	303	281	292	414
TPRE008606	750	888	672	536	734	845
TPRE008607	5	2	3	4	2	4
TPRE008608	30	33	59	57	58	95
TPRE008609	7	6	3	2	9	9
TPRE008610	608	6	25	204	94	197
TPRE008611	0	0	0	0	1	0
TPRE008612	1	1	0	2	9	2
TPRE008613	383	409	432	292	357	397
TPRE008614	772	727	845	588	755	987
TPRE008615	2049	3223	4234	2738	3254	3605
TPRE008616	2	3	1	0	2	5
TPRE008617	9	32	16	27	11	15
TPRE008618	7	6	26	14	13	23
TPRE008619	1	0	1	0	0	1
TPRE008620	748	1218	1624	1055	1374	1303
TPRE008621	2935	3717	3082	2093	2507	3103
TPRE008622	0	0	0	0	1	0
TPRE008623	1425	908	1819	1677	2247	2047
TPRE008624	1	5	1	0	3	3
TPRE008625	2712	3347	3076	2214	2521	2918
TPRE008626	4805	5762	6077	4578	5035	5703
TPRE008627	1033	1471	1654	1093	1322	1453
TPRE008628	993	1448	1888	1430	1602	1599
TPRE008629	1908	2361	3522	2447	2857	3139
TPRE008630	73	51	41	58	39	111
TPRE008631	2469	4334	5334	3090	3506	4072
TPRE008632	0	0	0	0	0	5
TPRE008633	70	109	176	60	112	117
TPRE008634	17	21	32	20	22	36
TPRE008635	7	10	18	10	12	12
TPRE008636	131	41	119	59	64	157
TPRE008637	2232	1400	1854	1772	1962	2298
TPRE008638	880	1187	831	622	691	910
TPRE008639	8	20	17	8	27	20
TPRE008640	67	59	79	58	61	114
TPRE008641	4	9	6	7	6	18
TPRE008642	1	0	5	2	5	8
TPRE008643	107	126	228	153	158	255
TPRE008644	322	526	488	312	344	461
TPRE008645	21929	12414	17000	14637	13534	20029
TPRE008646	3523	2095	2613	2326	1962	3152
TPRE008647	7476	1115	2264	2037	1739	3053
TPRE008648	1669	1420	1521	1248	1375	1738
TPRE008649	120	203	255	229	238	294
TPRE008650	1414	1705	1764	1512	1396	2072
TPRE008651	410	460	538	472	596	634
TPRE008652	1372	1556	1738	1349	1430	1704
TPRE008653	5750	6927	10647	7665	8495	11705
TPRE008654	698	715	891	796	942	923
TPRE008655	472	569	865	620	726	870
TPRE008656	665	877	909	661	764	883
TPRE008657	1	2	7	0	1	0
TPRE008658	38	35	52	46	62	67
TPRE008659	9954	11452	14598	11391	11220	16317
TPRE008660	4224	7823	10906	6179	8016	8298
TPRE008661	1332	1924	2394	1566	1862	2121
TPRE008662	276	453	476	278	373	280
TPRE008663	43	42	79	70	105	75
TPRE008664	557	876	1220	815	913	979
TPRE008665	1066	1503	1940	1311	1652	1985
TPRE008666	2746	3284	3277	2297	2589	2805
TPRE008667	7503	3385	3697	3466	3365	4344
TPRE008668	6014	7822	9719	6836	7411	9703
TPRE008669	515	793	828	625	713	842
TPRE008670	689	558	963	540	662	855
TPRE008671	634	500	522	389	474	604
TPRE008672	2818	2507	2644	2208	2390	2866
TPRE008673	3353	4132	6041	4427	4495	5954
TPRE008674	94	259	167	223	144	159
TPRE008675	2054	2698	3362	2521	2403	3281
TPRE008676	3716	4534	6185	4342	4760	6023
TPRE008677	757	922	1251	907	1015	1246
TPRE008678	3109	4864	5788	4007	4610	4822
TPRE008679	632	819	1022	834	745	1008
TPRE008680	0	0	1	0	0	0
TPRE008681	71	96	131	102	132	149
TPRE008682	4495	5376	5921	4128	4581	6447
TPRE008683	233	311	537	305	322	494
TPRE008684	4	6	16	4	5	19
TPRE008685	20	25	65	42	43	53
TPRE008686	32	31	44	41	30	70
TPRE008687	619	737	603	416	415	504
TPRE008688	6017	5641	7384	5547	5801	7696
TPRE008689	10455	9652	15268	11307	12212	16546
TPRE008690	37	3	5	5	4	11
TPRE008691	729	808	1136	837	819	1136
TPRE008692	381	441	566	387	400	550
TPRE008693	5744	7087	10155	7299	8179	10078
TPRE008694	117	222	277	196	223	296
